Eddolls,Frank Eddolls,D,"",5 Jul 1921,"Lachine, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8445999
Edmundson,Garry Edmundson,L,"",6 May 1932,"Sexsmith, AB, CAN",http://canadiens.nhl.com/club/player.htm?id=8446004
Eller,Lars Eller,C,MTL,8 May 1989,"Rodovre, DNK",http://canadiens.nhl.com/club/player.htm?id=8474189
Emberg,Eddie Emberg,C,"",18 Nov 1921,"Montreal, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8446148
Emelin,Alexei Emelin,D,MTL,25 Apr 1986,"Togliatti, RUS",http://canadiens.nhl.com/club/player.htm?id=8471296
Engblom,Brian Engblom,D,"",27 Jan 1955,"Winnipeg, MB, CAN",http://canadiens.nhl.com/club/player.htm?id=8446679
Engqvist,Andreas Engqvist,C,MTL,23 Dec 1987,"Stockholm, SWE",http://canadiens.nhl.com/club/player.htm?id=8475372
Esposito,Anthony Esposito,G,"",23 Apr 1943,"Sault Ste. Marie, ON, CAN",http://canadiens.nhl.com/club/player.htm?id=8446720
Evans,Claude Evans,G,"",28 Apr 1933,"Longueuil, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8449916
Evans,Stewart Evans,D,"",19 Jun 1908,"Ottawa, ON, CAN",http://canadiens.nhl.com/club/player.htm?id=8446182
Ewen,Todd Ewen,R,"",22 Mar 1966,"Saskatoon, SK, CAN",http://canadiens.nhl.com/club/player.htm?id=8446733
Exelby,Randy Exelby,G,"",13 Aug 1965,"Toronto, ON, CAN",http://canadiens.nhl.com/club/player.htm?id=8446723
Ferguson,Craig Ferguson,C,"",8 Apr 1970,"Castro Valley, CA, USA",http://canadiens.nhl.com/club/player.htm?id=8456235
Ferguson,John Ferguson,L,"",5 Sep 1938,"Vancouver, BC, CAN",http://canadiens.nhl.com/club/player.htm?id=8446812
Ferland,Jonathan Ferland,R,"",9 Feb 1983,"Quebec City, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8469807
Fichaud,Eric Fichaud,G,"",4 Nov 1975,"Anjou, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8460506
Field,Wilf Field,D,"",29 Apr 1915,"Winnipeg, MB, CAN",http://canadiens.nhl.com/club/player.htm?id=8446215
Fillion,Bob Fillion,L,"",12 Jul 1921,"Thetford Mines, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8446230
Fiset,Stephane Fiset,G,"",17 Jun 1970,"Montreal, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8446831
Fitzpatrick,Rory Fitzpatrick,D,"",11 Jan 1975,"Rochester, NY, USA",http://canadiens.nhl.com/club/player.htm?id=8459469
Fleming,Gerry Fleming,L,"",16 Oct 1966,"Montreal, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8456274
Fleming,Reggie Fleming,D,"",21 Apr 1936,"Montreal, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8446324
Fletcher,Steven Fletcher,D,"",31 Mar 1962,"Montreal, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8446852
Flockhart,Ron Flockhart,C,"",10 Oct 1960,"Smithers, BC, CAN",http://canadiens.nhl.com/club/player.htm?id=8446869
Fogarty,Bryan Fogarty,D,"",11 Jun 1969,"Brantford, ON, CAN",http://canadiens.nhl.com/club/player.htm?id=8446873
Fontinato,Lou Fontinato,D,"",20 Jan 1932,"Guelph, ON, CAN",http://canadiens.nhl.com/club/player.htm?id=8446343
Fortier,Charles Fortier,L,"","","Rockland, ON, CAN",http://canadiens.nhl.com/club/player.htm?id=8446413
Frampton,Bob Frampton,L,"",20 Jan 1929,"Toronto, ON, CAN",http://canadiens.nhl.com/club/player.htm?id=8446464
Fraser,Gord Fraser,D,"",3 Jan 1902,"Pembroke, ON, CAN",http://canadiens.nhl.com/club/player.htm?id=8446489
Fraser,Scott Fraser,R,"",3 May 1972,"Moncton, NB, CAN",http://canadiens.nhl.com/club/player.htm?id=8458705
Frew,Irv Frew,D,"",16 Aug 1907,"Kilsyth, GBR",http://canadiens.nhl.com/club/player.htm?id=8446502
Fryday,Bob Fryday,R,"",5 Dec 1928,"Toronto, ON, CAN",http://canadiens.nhl.com/club/player.htm?id=8446511
Gagne,Art Gagne,R,"",11 Oct 1897,"Ottawa, ON, CAN",http://canadiens.nhl.com/club/player.htm?id=8446514
Gagnon,Germain Gagnon,L,"",9 Dec 1942,"Chicoutimi, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8446552
Gagnon,Johnny Gagnon,R,"",8 Jun 1905,"Chicoutimi, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8446553
Gainey,Robert Gainey,L,"",13 Dec 1953,"Peterborough, ON, CAN",http://canadiens.nhl.com/club/player.htm?id=8446998
Gamble,Dick Gamble,L,"",16 Nov 1928,"Moncton, NB, CAN",http://canadiens.nhl.com/club/player.htm?id=8446562
Ganchar,Perry Ganchar,R,"",28 Oct 1963,"Saskatoon, SK, CAN",http://canadiens.nhl.com/club/player.htm?id=8447033
Gardiner,Bert Gardiner,G,"",25 Mar 1913,"Saskatoon, SK, CAN",http://canadiens.nhl.com/club/player.htm?id=8449960
Gardiner,Herb Gardiner,D,"",8 May 1891,"Winnipeg, MB, CAN",http://canadiens.nhl.com/club/player.htm?id=8446564
Gardner,David Gardner,C,"",23 Aug 1952,"Toronto, ON, CAN",http://canadiens.nhl.com/club/player.htm?id=8447042
Garon,Mathieu Garon,G,TBL,9 Jan 1978,"Chandler, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8464999
Gaudreault,Leo Gaudreault,L,"",19 Oct 1905,"Chicoutimi, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8446571
Gauthier,Art Gauthier,C,"",10 Oct 1904,"Espanola, ON, CAN",http://canadiens.nhl.com/club/player.htm?id=8446572
Gauthier,Fern Gauthier,R,"",31 Aug 1919,"Chicoutimi, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8446573
Gauthier,Jean Gauthier,D,"",29 Apr 1937,"Montreal, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8446574
Gauthier,Luc Gauthier,D,"",19 Apr 1964,"Victoriaville, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8447079
Gauthier,Paul Gauthier,G,"",6 Mar 1915,"Winnipeg, MB, CAN",http://canadiens.nhl.com/club/player.htm?id=8449976
Gauvreau,Jocelyn Gauvreau,D,"",4 Mar 1964,"Masham, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8447088
Gendron,Jean-guy Gendron,L,"",30 Aug 1934,"Montreal, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8446577
Geoffrion,Bernie Geoffrion,R,"",16 Feb 1931,"Montreal, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8446579
Geoffrion,Daniel Geoffrion,R,"",24 Jan 1958,"Montreal, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8447115
Getliffe,Ray Getliffe,C,"",3 Apr 1914,"Galt, ON, CAN",http://canadiens.nhl.com/club/player.htm?id=8446582
Gilchrist,Brent Gilchrist,L,"",3 Apr 1967,"Moose Jaw, SK, CAN",http://canadiens.nhl.com/club/player.htm?id=8447177
Gill,Hal Gill,D,MTL,6 Apr 1975,"Concord, MA, USA",http://canadiens.nhl.com/club/player.htm?id=8459628
Gilmour,Douglas Gilmour,C,"",25 Jun 1963,"Kingston, ON, CAN",http://canadiens.nhl.com/club/player.htm?id=8447206
Gingras,Gaston Gingras,D,"",13 Feb 1959,"North Bay, ON, CAN",http://canadiens.nhl.com/club/player.htm?id=8447205
Gionta,Brian Gionta,R,MTL,18 Jan 1979,"Rochester, NY, USA",http://canadiens.nhl.com/club/player.htm?id=8467407
Giroux,Art Giroux,R,"",6 Jun 1908,"Winnipeg, MB, CAN",http://canadiens.nhl.com/club/player.htm?id=8446590
Glover,Howie Glover,R,"",14 Feb 1935,"Toronto, ON, CAN",http://canadiens.nhl.com/club/player.htm?id=8446595
Godin,Sam Godin,R,"",20 Sep 1909,"Rockland, ON, CAN",http://canadiens.nhl.com/club/player.htm?id=8446600
Goldsworthy,Leroy Goldsworthy,R,"",18 Oct 1906,"Two Harbors, MN, USA",http://canadiens.nhl.com/club/player.htm?id=8446607
Goldup,Glenn Goldup,R,"",26 Apr 1953,"St. Catherines, ON, CAN",http://canadiens.nhl.com/club/player.htm?id=8447290
Gomez,Scott Gomez,C,MTL,23 Dec 1979,"Anchorage, AK, USA",http://canadiens.nhl.com/club/player.htm?id=8467351
Gorges,Josh Gorges,D,MTL,14 Aug 1984,"Kelowna, BC, CAN",http://canadiens.nhl.com/club/player.htm?id=8470324
Goupille,Red Goupille,D,"",2 Sep 1915,"Trois-Rivieres, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8446621
Goyette,Phil Goyette,C,"",31 Oct 1933,"Lachine, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8446623
Graboski,Tony Graboski,L,"",9 May 1916,"Timmins, ON, CAN",http://canadiens.nhl.com/club/player.htm?id=8446627
Grabovski,Mikhail Grabovski,C,TOR,31 Jan 1984,"Potsdam, DEU",http://canadiens.nhl.com/club/player.htm?id=8471362
Gracie,Bob Gracie,C,"",8 Nov 1910,"North Bay, ON, CAN",http://canadiens.nhl.com/club/player.htm?id=8446628
Grant,Daniel Grant,L,"",21 Feb 1946,"Fredericton, NB, CAN",http://canadiens.nhl.com/club/player.htm?id=8447352
Gratton,Benoit Gratton,C,"",28 Dec 1976,"Montreal, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8462135
Gravelle,Leo Gravelle,R,"",10 Jun 1925,"Aylmer, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8446640
Gray,Terry Gray,R,"",21 Mar 1938,"Montreal, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8446642
Green,Richard Green,D,"",20 Feb 1956,"Belleville, ON, CAN",http://canadiens.nhl.com/club/player.htm?id=8447402
Grenier,Lucien Grenier,R,"",3 Nov 1946,"Malartic, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8446645
Groleau,Francois Groleau,D,"",23 Jan 1973,"Longueuil, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8458555
Grosvenor,Len Grosvenor,C,"",21 Jul 1905,"Ottawa, ON, CAN",http://canadiens.nhl.com/club/player.htm?id=8446652
Guren,Miloslav Guren,D,"",24 Sep 1976,"Uh. Hradiste, CZE",http://canadiens.nhl.com/club/player.htm?id=8462088
Hackett,Jeff Hackett,G,"",1 Jun 1968,"London, ON, CAN",http://canadiens.nhl.com/club/player.htm?id=8447449
Haggarty,Jim Haggarty,L,"",14 Apr 1914,"Port Arthur, ON, CAN",http://canadiens.nhl.com/club/player.htm?id=8446659
Hainsey,Ron Hainsey,D,WPG,24 Mar 1981,"Bolton, CT, USA",http://canadiens.nhl.com/club/player.htm?id=8468493
Hainsworth,George Hainsworth,G,"",26 Jun 1895,"Toronto, ON, CAN",http://canadiens.nhl.com/club/player.htm?id=8449987
Halak,Jaroslav Halak,G,STL,13 May 1985,"Bratislava, SVK",http://canadiens.nhl.com/club/player.htm?id=8470860
Hall,Joe Hall,D,"",3 May 1882,"Staffordshire, GBR",http://canadiens.nhl.com/club/player.htm?id=8446669
Haller,Kevin Haller,D,"",5 Dec 1970,"Trochu, AB, CAN",http://canadiens.nhl.com/club/player.htm?id=8447477
Halpern,Jeff Halpern,C,WSH,3 May 1976,"Washington, DC, USA",http://canadiens.nhl.com/club/player.htm?id=8467831
Hamel,Jean Hamel,D,"",26 Jun 1952,"Asbestos, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8447482
Hamilton,Chuck Hamilton,L,"",18 Jan 1939,"Kirkland Lake, ON, CAN",http://canadiens.nhl.com/club/player.htm?id=8446687
Hamrlik,Roman Hamrlik,D,WSH,12 Apr 1974,"Zlin, CZE",http://canadiens.nhl.com/club/player.htm?id=8458938
Hanna,John Hanna,D,"",5 Apr 1935,"Sydney, NS, CAN",http://canadiens.nhl.com/club/player.htm?id=8446690
Harmon,Glen Harmon,D,"",2 Jan 1921,"Holland, MB, CAN",http://canadiens.nhl.com/club/player.htm?id=8446699
Harper,Terrance Harper,D,"",27 Jan 1940,"Regina, SK, CAN",http://canadiens.nhl.com/club/player.htm?id=8447568
Harrington,Hago Harrington,L,"",13 Aug 1904,"Melrose, MA, USA",http://canadiens.nhl.com/club/player.htm?id=8446703
Harris,Ted Harris,D,"",18 Jul 1936,"Winnipeg, MB, CAN",http://canadiens.nhl.com/club/player.htm?id=8446717
Hart,Gizzy Hart,L,"",1 Jun 1902,"Weyburn, SK, CAN",http://canadiens.nhl.com/club/player.htm?id=8446727
Harvey,Doug Harvey,D,"",19 Dec 1924,"Montreal, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8446728
Haynes,Paul Haynes,C,"",1 Mar 1910,"Montreal, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8446753
Hayward,Brian Hayward,G,"",25 Jun 1960,"Weston, ON, CAN",http://canadiens.nhl.com/club/player.htm?id=8447701
Headley,Fern Headley,D,"",2 Mar 1901,"Crystal, ND, USA",http://canadiens.nhl.com/club/player.htm?id=8446755
Heffernan,Gerry Heffernan,R,"",24 Jul 1916,"Montreal, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8446762
Henry,Alex Henry,D,MTL,18 Oct 1979,"Elliot Lake, ON, CAN",http://canadiens.nhl.com/club/player.htm?id=8467392
Heron,Red Heron,C,"",31 Dec 1917,"Toronto, ON, CAN",http://canadiens.nhl.com/club/player.htm?id=8446842
Herron,Denis Herron,G,"",18 Jun 1952,"Chambly, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8447755
Hicke,Bill Hicke,R,"",31 Mar 1938,"Regina, SK, CAN",http://canadiens.nhl.com/club/player.htm?id=8446856
Hicks,Wayne Hicks,R,"",9 Apr 1937,"Aberdeen, WA, USA",http://canadiens.nhl.com/club/player.htm?id=8446858
Higgins,Christopher Higgins,L,VAN,2 Jun 1983,"Smithtown, NY, USA",http://canadiens.nhl.com/club/player.htm?id=8470274
Higgins,Matt Higgins,C,"",29 Oct 1977,"Calgary, AB, CAN",http://canadiens.nhl.com/club/player.htm?id=8464971
Hill,Sean Hill,D,"",14 Feb 1970,"Duluth, MN, USA",http://canadiens.nhl.com/club/player.htm?id=8456595
Hiller,Dutch Hiller,L,"",11 May 1915,"Berlin, ON, CAN",http://canadiens.nhl.com/club/player.htm?id=8446861
Hillman,Larry Hillman,D,"",5 Feb 1937,"Kirkland Lake, ON, CAN",http://canadiens.nhl.com/club/player.htm?id=8446864
Hirschfeld,Bert Hirschfeld,L,"",1 Mar 1929,"Halifax, NS, CAN",http://canadiens.nhl.com/club/player.htm?id=8446885
Hodge,Charlie Hodge,G,"",28 Jul 1933,"Lachine, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8449995
Hoekstra,Cec Hoekstra,C,"",2 Apr 1935,"Winnipeg, MB, CAN",http://canadiens.nhl.com/club/player.htm?id=8446888
Hoganson,Dale Hoganson,D,"",8 Jul 1949,"North Battleford, SK, CAN",http://canadiens.nhl.com/club/player.htm?id=8447930
Hoglund,Jonas Hoglund,R,"",29 Aug 1972,"Hammaro, SWE",http://canadiens.nhl.com/club/player.htm?id=8459158
Holden,Mark Holden,G,"",12 Jun 1957,"Weymouth, MA, USA",http://canadiens.nhl.com/club/player.htm?id=8447940
Holmes,Bill Holmes,C,"",9 Mar 1899,"Portage La Prairie, MB, CAN",http://canadiens.nhl.com/club/player.htm?id=8446897
Horvath,Bronco Horvath,C,"",12 Mar 1930,"Port Colborne, ON, CAN",http://canadiens.nhl.com/club/player.htm?id=8446918
Hossa,Marcel Hossa,L,"",12 Oct 1981,"Ilava, SVK",http://canadiens.nhl.com/club/player.htm?id=8468496
Houde,Eric Houde,C,"",19 Dec 1976,"Montreal, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8462252
Houle,Rejean Houle,L,"",25 Oct 1949,"Rouyn, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8447988
Huck,Fran Huck,C,"",4 Dec 1945,"Regina, SK, CAN",http://canadiens.nhl.com/club/player.htm?id=8446933
Huet,Cristobal Huet,G,CHI,3 Sep 1975,"St-Martin-d'Hères, FRA",http://canadiens.nhl.com/club/player.htm?id=8469658
Hughes,Patrick Hughes,R,"",25 Mar 1955,"Calgary, AB, CAN",http://canadiens.nhl.com/club/player.htm?id=8448075
Hunter,Mark Hunter,R,"",12 Nov 1962,"Petrolia, ON, CAN",http://canadiens.nhl.com/club/player.htm?id=8448106
Irwin,Ivan Irwin,D,"",13 Mar 1927,"Chicago, IL, USA",http://canadiens.nhl.com/club/player.htm?id=8447022
Ivanans,Raitis Ivanans,L,CGY,3 Jan 1979,"Riga, LVA",http://canadiens.nhl.com/club/player.htm?id=8469120
Jablonski,Pat Jablonski,G,"",20 Jun 1967,"Toledo, OH, USA",http://canadiens.nhl.com/club/player.htm?id=8448207
Janik,Doug Janik,D,DET,26 Mar 1980,"Agawam, MA, USA",http://canadiens.nhl.com/club/player.htm?id=8467928
Jarventie,Martti Jarventie,D,"",4 Apr 1976,"Tampere, FIN",http://canadiens.nhl.com/club/player.htm?id=8469558
Jarvis,Douglas Jarvis,C,"",24 Mar 1955,"Peterborough, ON, CAN",http://canadiens.nhl.com/club/player.htm?id=8448254
Jenkins,Roger Jenkins,R,"",18 Nov 1911,"Appleton, WI, USA",http://canadiens.nhl.com/club/player.htm?id=8447052
Joanette,Rosario Joanette,C,"",27 Jul 1919,"Valleyfield, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8447058
Johns,Don Johns,D,"",13 Dec 1937,"St. George, ON, CAN",http://canadiens.nhl.com/club/player.htm?id=8447092
Johnson,Allan Johnson,R,"",30 Mar 1935,"Winnipeg, MB, CAN",http://canadiens.nhl.com/club/player.htm?id=8447093
Johnson,Mike Johnson,R,"",3 Oct 1974,"Scarborough, ON, CAN",http://canadiens.nhl.com/club/player.htm?id=8466109
Johnson,Tom Johnson,D,"",18 Feb 1928,"Baldur, MB, CAN",http://canadiens.nhl.com/club/player.htm?id=8447101
Joliat,Aurel Joliat,L,"",29 Aug 1901,"Ottawa, ON, CAN",http://canadiens.nhl.com/club/player.htm?id=8447110
Joliat,Rene Joliat,R,"",25 Apr 1898,"Ottawa, ON, CAN",http://canadiens.nhl.com/club/player.htm?id=8447111
Joly,Yvan Joly,R,"",6 Feb 1960,"Hawkesbury, ON, CAN",http://canadiens.nhl.com/club/player.htm?id=8448369
Jomphe,Jean-Francois Jomphe,C,"",28 Dec 1972,"Havre St-Pierre, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8459305
Juneau,Joseph Juneau,C,"",5 Jan 1968,"Pont-Rouge, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8456760
Kaiser,Vern Kaiser,L,"",28 Sep 1926,"Preston, ON, CAN",http://canadiens.nhl.com/club/player.htm?id=8447129
Karakas,Mike Karakas,G,"",12 Dec 1911,"Aurora, MN, USA",http://canadiens.nhl.com/club/player.htm?id=8450007
Keane,Mike Keane,R,"",29 May 1967,"Winnipeg, MB, CAN",http://canadiens.nhl.com/club/player.htm?id=8448415
Kilger,Chad Kilger,L,FLA,27 Nov 1976,"Cornwall, ON, CAN",http://canadiens.nhl.com/club/player.htm?id=8462035
King,Frank King,C,"",7 Mar 1929,"Toronto, ON, CAN",http://canadiens.nhl.com/club/player.htm?id=8447184
Kiprusoff,Marko Kiprusoff,D,"",6 Jun 1972,"Turku, FIN",http://canadiens.nhl.com/club/player.htm?id=8460560
Kitchen,William Kitchen,D,"",10 Feb 1960,"Schomberg, ON, CAN",http://canadiens.nhl.com/club/player.htm?id=8448494
Kjellberg,Patric Kjellberg,L,"",17 Jun 1969,"Trelleborg, SWE",http://canadiens.nhl.com/club/player.htm?id=8456848
Koivu,Saku Koivu,C,ANA,23 Nov 1974,"Turku, FIN",http://canadiens.nhl.com/club/player.htm?id=8459442
Komisarek,Mike Komisarek,D,TOR,19 Jan 1982,"West Islip, NY, USA",http://canadiens.nhl.com/club/player.htm?id=8469460
Kordic,John Kordic,R,"",22 Mar 1965,"Edmonton, AB, CAN",http://canadiens.nhl.com/club/player.htm?id=8448534
Kostitsyn,Andrei Kostitsyn,L,MTL,3 Feb 1985,"Novopolotsk, BLR",http://canadiens.nhl.com/club/player.htm?id=8470603
Kostitsyn,Sergei Kostitsyn,L,NSH,20 Mar 1987,"Novopolotsk, BLR",http://canadiens.nhl.com/club/player.htm?id=8471859
Kostopoulos,Tom Kostopoulos,R,CGY,24 Jan 1979,"Mississauga, ON, CAN",http://canadiens.nhl.com/club/player.htm?id=8466398
Kovalenko,Andrei Kovalenko,R,"",7 Jun 1970,"Balakovo, RUS",http://canadiens.nhl.com/club/player.htm?id=8456882
Kovalev,Alex Kovalev,R,"",24 Feb 1973,"Togliatti, RUS",http://canadiens.nhl.com/club/player.htm?id=8458529
Kuntar,Les Kuntar,G,"",28 Jul 1969,"Elma, NY, USA",http://canadiens.nhl.com/club/player.htm?id=8456917
Kurvers,Tom Kurvers,D,"",14 Sep 1962,"Minneapolis, MN, USA",http://canadiens.nhl.com/club/player.htm?id=8448568
Labrecque,Patrick Labrecque,G,"",6 Mar 1971,"Laval, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8458604
Lach,Elmer Lach,C,"",22 Jan 1918,"Nokomis, SK, CAN",http://canadiens.nhl.com/club/player.htm?id=8447271
Lachance,Scott Lachance,D,"",22 Oct 1972,"Charlottesville, VA, USA",http://canadiens.nhl.com/club/player.htm?id=8458518
Lacroix,Frenchy Lacroix,G,"",21 Oct 1897,"Newton, MA, USA",http://canadiens.nhl.com/club/player.htm?id=8450012
Laflamme,Christian Laflamme,D,"",24 Nov 1976,"St. Charles, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8462073
Lafleur,Guy Lafleur,R,"",20 Sep 1951,"Thurso, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8448624
Lafleur,Roland Lafleur,L,"","","Ottawa, ON, CAN",http://canadiens.nhl.com/club/player.htm?id=8447272
Laforce,Ernie Laforce,D,"",23 Jun 1916,"Montreal, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8447273
Laforge,Claude Laforge,L,"",1 Jul 1936,"Sorel, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8447274
Lafrance,Adie Lafrance,L,"",13 Jan 1912,"Chapleau, ON, CAN",http://canadiens.nhl.com/club/player.htm?id=8447282
Lafrance,Leo Lafrance,L,"",3 Nov 1902,"Allomette, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8447283
Lalonde,Newsy Lalonde,C,"",31 Oct 1888,"Cornwall, ON, CAN",http://canadiens.nhl.com/club/player.htm?id=8447289
Lalor,Michael Lalor,D,"",8 Mar 1963,"Buffalo, NY, USA",http://canadiens.nhl.com/club/player.htm?id=8448633
Lamb,Joe Lamb,R,"",18 Jun 1906,"Sussex, NB, CAN",http://canadiens.nhl.com/club/player.htm?id=8447306
Lamb,Mark Lamb,C,"",3 Aug 1964,"Ponteix, SK, CAN",http://canadiens.nhl.com/club/player.htm?id=8448641
Lambert,Yvon Lambert,L,"",20 May 1950,"Drummondville, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8448644
Lamirande,Jean-paul Lamirande,L,"",21 Aug 1924,"Shawinigan Falls, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8447308
Lamoureux,Leo Lamoureux,C,"",1 Oct 1916,"Espanola, ON, CAN",http://canadiens.nhl.com/club/player.htm?id=8447309
Landon,Larry Landon,L,"",4 May 1958,"Niagara Falls, ON, CAN",http://canadiens.nhl.com/club/player.htm?id=8448657
Landry,Eric Landry,C,"",20 Jan 1975,"Gati, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8463019
Lang,Robert Lang,C,"",19 Dec 1970,"Teplice, CZE",http://canadiens.nhl.com/club/player.htm?id=8456966
Langdon,Darren Langdon,L,"",8 Jan 1971,"Deer Lake, NL, CAN",http://canadiens.nhl.com/club/player.htm?id=8459391
Langlois,Albert Langlois,D,"",6 Nov 1934,"Magog, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8447322
Langlois,Charlie Langlois,R,"",25 Aug 1894,"Lotbiniere, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8447323
Langway,Rod Langway,D,"",3 May 1957,"Maaq, TWN",http://canadiens.nhl.com/club/player.htm?id=8448651
Laperriere,Jacques Laperriere,D,"",22 Nov 1941,"Rouyn, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8447325
Lapierre,Maxim Lapierre,C,VAN,29 Mar 1985,"Saint-Léonard, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8470654
Lapointe,Guy Lapointe,D,"",18 Mar 1948,"Montreal, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8448694
Laraque,Georges Laraque,R,"",7 Dec 1976,"Montreal, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8462060
Larochelle,Wildor Larochelle,R,"",23 Sep 1906,"Sorel, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8447328
Larocque,Michel Larocque,G,"",6 Apr 1952,"Hull, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8448700
Larose,Claude Larose,R,"",2 Mar 1942,"Hearst, ON, CAN",http://canadiens.nhl.com/club/player.htm?id=8447330
Larouche,Pierre Larouche,C,"",16 Nov 1955,"Taschereau, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8448707
Latendresse,Guillaume Latendresse,R,MIN,24 May 1987,"Ste-Catherine, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8471670
Laughlin,Craig Laughlin,R,"",14 Sep 1957,"Toronto, ON, CAN",http://canadiens.nhl.com/club/player.htm?id=8448713
Laviolette,Jack Laviolette,D,"",27 Jul 1879,"Belleville, ON, CAN",http://canadiens.nhl.com/club/player.htm?id=8447348
Laycoe,Hal Laycoe,D,"",23 Jun 1922,"Sutherland, SK, CAN",http://canadiens.nhl.com/club/player.htm?id=8447349
LeClair,Jack LeClair,C,"",30 May 1929,"Quebec City, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8447361
Leach,Jay Leach,D,NJD,2 Sep 1979,"Syracuse, NY, USA",http://canadiens.nhl.com/club/player.htm?id=8467436
Lebeau,Patrick Lebeau,L,"",17 Mar 1970,"St. Jerome, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8448775
Lebeau,Stephan Lebeau,C,"",28 Feb 1968,"St-Jerome, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8448719
Leclair,John Leclair,L,"",5 Jul 1969,"St. Albans, VT, USA",http://canadiens.nhl.com/club/player.htm?id=8448622
Leduc,Albert Leduc,D,"",22 Nov 1902,"Valleyfield, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8447371
Lee,Bobby Lee,C,"",28 Dec 1911,"Verdun, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8447372
Leeman,Gary Leeman,R,"",19 Feb 1964,"Toronto, ON, CAN",http://canadiens.nhl.com/club/player.htm?id=8448754
Lefebvre,Sylvain Lefebvre,D,"",14 Oct 1967,"Richmond, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8448770
Lefley,Charles Lefley,R,"",20 Jan 1950,"Winnipeg, MB, CAN",http://canadiens.nhl.com/club/player.htm?id=8448735
Leger,Roger Leger,D,"",26 Mar 1919,"L'Annonciation, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8447374
Lemaire,Jacques Lemaire,C,"",7 Sep 1945,"LaSalle, QC, CAN",http://canadiens.nhl.com/club/player.htm?id=8448756
